id,titulo,precio,link,imagen,método,capacidad,ram,color,timestamp
Samsung_Ga_12GB_1TB,Samsung Galaxy S24 Ultra S928b Dual Sim 12gb Ram 1tb 5g Cáma,$8.539.560,https://articulo.mercadolibre.com.co/MCO-2889166348-samsung-galaxy-s24-ultra-s928b-dual-sim-12gb-ram-1tb-5g-cama-_JM?searchVariation=183834611920#polycard_client=search-nordic&searchVariation=183834611920&position=10&search_layout=stack&type=item&tracking_id=45eeec15-4045-4c97-aaba-a3e54d066bc1,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Scrapy,1TB,12GB,,2025-06-15T00:41:47.700370
Samsung_Ga_12GB_1TB,Samsung Galaxy S24 Ultra S928b Dual Sim 12gb Ram 1tb 5g Cáma,$8.539.560,https://articulo.mercadolibre.com.co/MCO-2889166348-samsung-galaxy-s24-ultra-s928b-dual-sim-12gb-ram-1tb-5g-cama-_JM?searchVariation=183834611920#polycard_client=search-nordic&searchVariation=183834611920&position=10&search_layout=stack&type=item&tracking_id=45eeec15-4045-4c97-aaba-a3e54d066bc1,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Scrapy,1TB,12GB,,2025-06-15T00:41:47.700768
Samsung_Ga_12GB_256GB,Samsung Galaxy S24 Ultra S928b Dual Sim 12gb Ram 256gb 5g Cá,$4.829.760,https://articulo.mercadolibre.com.co/MCO-1597155777-samsung-galaxy-s24-ultra-s928b-dual-sim-12gb-ram-256gb-5g-ca-_JM?searchVariation=183834687420#polycard_client=search-nordic&searchVariation=183834687420&position=11&search_layout=stack&type=item&tracking_id=45eeec15-4045-4c97-aaba-a3e54d066bc1,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Scrapy,256GB,12GB,,2025-06-15T00:41:47.701161
Samsung_Ga_12GB_256GB,Samsung Galaxy S24 Ultra S928b Dual Sim 12gb Ram 256gb 5g Cá,$4.829.760,https://articulo.mercadolibre.com.co/MCO-1597155777-samsung-galaxy-s24-ultra-s928b-dual-sim-12gb-ram-256gb-5g-ca-_JM?searchVariation=183834687420#polycard_client=search-nordic&searchVariation=183834687420&position=11&search_layout=stack&type=item&tracking_id=45eeec15-4045-4c97-aaba-a3e54d066bc1,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Scrapy,256GB,12GB,,2025-06-15T00:41:47.701582
Samsung_Ga_12GB_N/A,Samsung Galaxy S24 Ultra S928b Smartphone Doble Sim 12gb Ram,$4.829.760,https://articulo.mercadolibre.com.co/MCO-1597155779-samsung-galaxy-s24-ultra-s928b-smartphone-doble-sim-12gb-ram-_JM?searchVariation=183834687524#polycard_client=search-nordic&searchVariation=183834687524&position=12&search_layout=stack&type=item&tracking_id=45eeec15-4045-4c97-aaba-a3e54d066bc1,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Scrapy,,12GB,,2025-06-15T00:41:47.701973
Samsung_Ga_12GB_N/A,Samsung Galaxy S24 Ultra S928b Smartphone Doble Sim 12gb Ram,$4.829.760,https://articulo.mercadolibre.com.co/MCO-1597155779-samsung-galaxy-s24-ultra-s928b-smartphone-doble-sim-12gb-ram-_JM?searchVariation=183834687524#polycard_client=search-nordic&searchVariation=183834687524&position=12&search_layout=stack&type=item&tracking_id=45eeec15-4045-4c97-aaba-a3e54d066bc1,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Scrapy,,12GB,,2025-06-15T00:41:47.702413
Samsung_Ga_N/A_256GB,Samsung Galaxy S24 Ultra 5g Dual Sim 256 Gb Titanium Violet,$3.719.900,https://articulo.mercadolibre.com.co/MCO-2899628170-samsung-galaxy-s24-ultra-5g-dual-sim-256-gb-titanium-violet-_JM?searchVariation=188397487375#polycard_client=search-nordic&searchVariation=188397487375&position=13&search_layout=stack&type=item&tracking_id=45eeec15-4045-4c97-aaba-a3e54d066bc1,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Scrapy,256GB,,Violeta,2025-06-15T00:41:47.702809
Samsung_Ga_N/A_256GB,Samsung Galaxy S24 Ultra 5g Dual Sim 256 Gb Titanium Violet,$3.719.900,https://articulo.mercadolibre.com.co/MCO-2899628170-samsung-galaxy-s24-ultra-5g-dual-sim-256-gb-titanium-violet-_JM?searchVariation=188397487375#polycard_client=search-nordic&searchVariation=188397487375&position=13&search_layout=stack&type=item&tracking_id=45eeec15-4045-4c97-aaba-a3e54d066bc1,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Scrapy,256GB,,Violeta,2025-06-15T00:41:47.703187
Samsung_Ga_N/A_256GB,Samsung Galaxy S24 Ultra 5g Sm-s928b/ds 12gb 256gb Dual Sim,$7.299.000,https://articulo.mercadolibre.com.co/MCO-1384858223-samsung-galaxy-s24-ultra-5g-sm-s928bds-12gb-256gb-dual-sim-_JM?searchVariation=181562640073#polycard_client=search-nordic&searchVariation=181562640073&position=14&search_layout=stack&type=item&tracking_id=45eeec15-4045-4c97-aaba-a3e54d066bc1,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Scrapy,256GB,,,2025-06-15T00:41:47.703660
Samsung_Ga_N/A_256GB,Samsung Galaxy S24 Ultra 5g Sm-s928b/ds 12gb 256gb Dual Sim,$7.299.000,https://articulo.mercadolibre.com.co/MCO-1384858223-samsung-galaxy-s24-ultra-5g-sm-s928bds-12gb-256gb-dual-sim-_JM?searchVariation=181562640073#polycard_client=search-nordic&searchVariation=181562640073&position=14&search_layout=stack&type=item&tracking_id=45eeec15-4045-4c97-aaba-a3e54d066bc1,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Scrapy,256GB,,,2025-06-15T00:41:47.704847
Samsung_Ga_N/A_512GB,Samsung Galaxy S24 Ultra 5g Sm-s928b/ds 12gb 512gb Dual Sim,$7.299.000,https://articulo.mercadolibre.com.co/MCO-1384872305-samsung-galaxy-s24-ultra-5g-sm-s928bds-12gb-512gb-dual-sim-_JM?searchVariation=179762538852#polycard_client=search-nordic&searchVariation=179762538852&position=15&search_layout=stack&type=item&tracking_id=45eeec15-4045-4c97-aaba-a3e54d066bc1,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Scrapy,512GB,,,2025-06-15T00:41:47.705306
Samsung_Ga_N/A_512GB,Samsung Galaxy S24 Ultra 5g Sm-s928b/ds 12gb 512gb Dual Sim,$7.299.000,https://articulo.mercadolibre.com.co/MCO-1384872305-samsung-galaxy-s24-ultra-5g-sm-s928bds-12gb-512gb-dual-sim-_JM?searchVariation=179762538852#polycard_client=search-nordic&searchVariation=179762538852&position=15&search_layout=stack&type=item&tracking_id=45eeec15-4045-4c97-aaba-a3e54d066bc1,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Scrapy,512GB,,,2025-06-15T00:41:47.705726
Samsung_Ga_N/A_512GB,Samsung Galaxy S24 Ultra 5g Dual Sim 512 Gb Titanium Gray,$3.929.900,https://articulo.mercadolibre.com.co/MCO-2899979188-samsung-galaxy-s24-ultra-5g-dual-sim-512-gb-titanium-gray-_JM?searchVariation=188397641035#polycard_client=search-nordic&searchVariation=188397641035&position=16&search_layout=stack&type=item&tracking_id=45eeec15-4045-4c97-aaba-a3e54d066bc1,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Scrapy,512GB,,Gris,2025-06-15T00:41:47.706120
Samsung_Ga_N/A_512GB,Samsung Galaxy S24 Ultra 5g Dual Sim 512 Gb Titanium Gray,$3.929.900,https://articulo.mercadolibre.com.co/MCO-2899979188-samsung-galaxy-s24-ultra-5g-dual-sim-512-gb-titanium-gray-_JM?searchVariation=188397641035#polycard_client=search-nordic&searchVariation=188397641035&position=16&search_layout=stack&type=item&tracking_id=45eeec15-4045-4c97-aaba-a3e54d066bc1,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Scrapy,512GB,,Gris,2025-06-15T00:41:47.706527
Samsung_Ga_N/A_256GB,Samsung Galaxy S24 Ultra 5g Dual Sim 256 Gb Titanium Gray,$3.719.900,https://articulo.mercadolibre.com.co/MCO-2900108092-samsung-galaxy-s24-ultra-5g-dual-sim-256-gb-titanium-gray-_JM?searchVariation=188393163473#polycard_client=search-nordic&searchVariation=188393163473&position=17&search_layout=stack&type=item&tracking_id=45eeec15-4045-4c97-aaba-a3e54d066bc1,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Scrapy,256GB,,Gris,2025-06-15T00:41:47.706909
Samsung_Ga_N/A_256GB,Samsung Galaxy S24 Ultra 5g Dual Sim 256 Gb Titanium Gray,$3.719.900,https://articulo.mercadolibre.com.co/MCO-2900108092-samsung-galaxy-s24-ultra-5g-dual-sim-256-gb-titanium-gray-_JM?searchVariation=188393163473#polycard_client=search-nordic&searchVariation=188393163473&position=17&search_layout=stack&type=item&tracking_id=45eeec15-4045-4c97-aaba-a3e54d066bc1,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Scrapy,256GB,,Gris,2025-06-15T00:41:47.707312
Samsung_Ga_N/A_256GB,Samsung Galaxy S24 Ultra 5g Dual Sim 256 Gb Titanium Yellow,$3.719.900,https://articulo.mercadolibre.com.co/MCO-2900498024-samsung-galaxy-s24-ultra-5g-dual-sim-256-gb-titanium-yellow-_JM?searchVariation=188393398619#polycard_client=search-nordic&searchVariation=188393398619&position=18&search_layout=stack&type=item&tracking_id=45eeec15-4045-4c97-aaba-a3e54d066bc1,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Scrapy,256GB,,Amarillo,2025-06-15T00:41:47.707737
Samsung_Ga_N/A_256GB,Samsung Galaxy S24 Ultra 5g Dual Sim 256 Gb Titanium Yellow,$3.719.900,https://articulo.mercadolibre.com.co/MCO-2900498024-samsung-galaxy-s24-ultra-5g-dual-sim-256-gb-titanium-yellow-_JM?searchVariation=188393398619#polycard_client=search-nordic&searchVariation=188393398619&position=18&search_layout=stack&type=item&tracking_id=45eeec15-4045-4c97-aaba-a3e54d066bc1,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Scrapy,256GB,,Amarillo,2025-06-15T00:41:47.708143
Samsung_Ga_N/A_512GB,Samsung Galaxy S24 Ultra 5g Dual Sim 512 Gb Titanium Yellow,$3.929.900,https://articulo.mercadolibre.com.co/MCO-2899953106-samsung-galaxy-s24-ultra-5g-dual-sim-512-gb-titanium-yellow-_JM?searchVariation=188397474029#polycard_client=search-nordic&searchVariation=188397474029&position=19&search_layout=stack&type=item&tracking_id=45eeec15-4045-4c97-aaba-a3e54d066bc1,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Scrapy,512GB,,Amarillo,2025-06-15T00:41:47.708554
Samsung_Ga_N/A_512GB,Samsung Galaxy S24 Ultra 5g Dual Sim 512 Gb Titanium Yellow,$3.929.900,https://articulo.mercadolibre.com.co/MCO-2899953106-samsung-galaxy-s24-ultra-5g-dual-sim-512-gb-titanium-yellow-_JM?searchVariation=188397474029#polycard_client=search-nordic&searchVariation=188397474029&position=19&search_layout=stack&type=item&tracking_id=45eeec15-4045-4c97-aaba-a3e54d066bc1,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Scrapy,512GB,,Amarillo,2025-06-15T00:41:47.708930
Samsung_Ga_N/A_512GB,Samsung Galaxy S24 Ultra 5g Dual Sim 512 Gb Titanium Black,$3.929.900,https://articulo.mercadolibre.com.co/MCO-2900498030-samsung-galaxy-s24-ultra-5g-dual-sim-512-gb-titanium-black-_JM?searchVariation=188393398623#polycard_client=search-nordic&searchVariation=188393398623&position=20&search_layout=stack&type=item&tracking_id=45eeec15-4045-4c97-aaba-a3e54d066bc1,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Scrapy,512GB,,Negro,2025-06-15T00:41:47.709338
Samsung_Ga_N/A_512GB,Samsung Galaxy S24 Ultra 5g Dual Sim 512 Gb Titanium Black,$3.929.900,https://articulo.mercadolibre.com.co/MCO-2900498030-samsung-galaxy-s24-ultra-5g-dual-sim-512-gb-titanium-black-_JM?searchVariation=188393398623#polycard_client=search-nordic&searchVariation=188393398623&position=20&search_layout=stack&type=item&tracking_id=45eeec15-4045-4c97-aaba-a3e54d066bc1,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Scrapy,512GB,,Negro,2025-06-15T00:41:47.709721
Samsung_Ga_N/A_512GB,Samsung Galaxy S24 Ultra 5g Dual Sim 512 Gb Titanium Violet,$3.929.900,https://articulo.mercadolibre.com.co/MCO-2900498028-samsung-galaxy-s24-ultra-5g-dual-sim-512-gb-titanium-violet-_JM?searchVariation=188393398621#polycard_client=search-nordic&searchVariation=188393398621&position=21&search_layout=stack&type=item&tracking_id=45eeec15-4045-4c97-aaba-a3e54d066bc1,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Scrapy,512GB,,Violeta,2025-06-15T00:41:47.710103
Samsung_Ga_N/A_512GB,Samsung Galaxy S24 Ultra 5g Dual Sim 512 Gb Titanium Violet,$3.929.900,https://articulo.mercadolibre.com.co/MCO-2900498028-samsung-galaxy-s24-ultra-5g-dual-sim-512-gb-titanium-violet-_JM?searchVariation=188393398621#polycard_client=search-nordic&searchVariation=188393398621&position=21&search_layout=stack&type=item&tracking_id=45eeec15-4045-4c97-aaba-a3e54d066bc1,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Scrapy,512GB,,Violeta,2025-06-15T00:41:47.710505
Samsung_Ga_N/A_1TB,Samsung Galaxy S24 Ultra 1tb.  8 Dias De Uso,$4.800.000,https://articulo.mercadolibre.com.co/MCO-1581908719-samsung-galaxy-s24-ultra-1tb-8-dias-de-uso-_JM?searchVariation=187915731503#polycard_client=search-nordic&searchVariation=187915731503&position=22&search_layout=stack&type=item&tracking_id=45eeec15-4045-4c97-aaba-a3e54d066bc1,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Scrapy,1TB,,,2025-06-15T00:41:47.710902
Samsung_Ga_N/A_1TB,Samsung Galaxy S24 Ultra 1tb.  8 Dias De Uso,$4.800.000,https://articulo.mercadolibre.com.co/MCO-1581908719-samsung-galaxy-s24-ultra-1tb-8-dias-de-uso-_JM?searchVariation=187915731503#polycard_client=search-nordic&searchVariation=187915731503&position=22&search_layout=stack&type=item&tracking_id=45eeec15-4045-4c97-aaba-a3e54d066bc1,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Scrapy,1TB,,,2025-06-15T00:41:47.711292
Samsung_Ga_N/A_N/A,"Samsung Galaxy S24 Ultra- Potencia, De Otro Nivel",$3.200.000,https://articulo.mercadolibre.com.co/MCO-2880715516-samsung-galaxy-s24-ultra-potencia-de-otro-nivel-_JM?searchVariation=183747594008#polycard_client=search-nordic&searchVariation=183747594008&position=23&search_layout=stack&type=item&tracking_id=45eeec15-4045-4c97-aaba-a3e54d066bc1,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Scrapy,,,,2025-06-15T00:41:47.711683
Samsung_Ga_N/A_N/A,"Samsung Galaxy S24 Ultra- Potencia, De Otro Nivel",$3.200.000,https://articulo.mercadolibre.com.co/MCO-2880715516-samsung-galaxy-s24-ultra-potencia-de-otro-nivel-_JM?searchVariation=183747594008#polycard_client=search-nordic&searchVariation=183747594008&position=23&search_layout=stack&type=item&tracking_id=45eeec15-4045-4c97-aaba-a3e54d066bc1,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Scrapy,,,,2025-06-15T00:41:47.712057
Celular_Sa_N/A_256GB,Celular Samsung S24 Ultra 256 Gb,$3.950.000,https://articulo.mercadolibre.com.co/MCO-2854856256-celular-samsung-s24-ultra-256-gb-_JM?searchVariation=183431322352#polycard_client=search-nordic&searchVariation=183431322352&position=24&search_layout=stack&type=item&tracking_id=45eeec15-4045-4c97-aaba-a3e54d066bc1,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Scrapy,256GB,,,2025-06-15T00:41:47.712460
Celular_Sa_N/A_256GB,Celular Samsung S24 Ultra 256 Gb,$3.950.000,https://articulo.mercadolibre.com.co/MCO-2854856256-celular-samsung-s24-ultra-256-gb-_JM?searchVariation=183431322352#polycard_client=search-nordic&searchVariation=183431322352&position=24&search_layout=stack&type=item&tracking_id=45eeec15-4045-4c97-aaba-a3e54d066bc1,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Scrapy,256GB,,,2025-06-15T00:41:47.712830
Samsung_Ga_N/A_256GB,Samsung Galaxy S24 Ultra 5g 256 Gbb,$4.045.000,https://articulo.mercadolibre.com.co/MCO-1593750169-samsung-galaxy-s24-ultra-5g-256-gbb-_JM?searchVariation=183780529086#polycard_client=search-nordic&searchVariation=183780529086&position=25&search_layout=stack&type=item&tracking_id=45eeec15-4045-4c97-aaba-a3e54d066bc1,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Scrapy,256GB,,,2025-06-15T00:41:47.713207
Samsung_Ga_N/A_256GB,Samsung Galaxy S24 Ultra 5g 256 Gbb,$4.045.000,https://articulo.mercadolibre.com.co/MCO-1593750169-samsung-galaxy-s24-ultra-5g-256-gbb-_JM?searchVariation=183780529086#polycard_client=search-nordic&searchVariation=183780529086&position=25&search_layout=stack&type=item&tracking_id=45eeec15-4045-4c97-aaba-a3e54d066bc1,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Scrapy,256GB,,,2025-06-15T00:41:47.713611
Samsung_Ga_N/A_256GB,Samsung Galaxy S24 Ultra 12gb 256gb Dual Sim Violeta,$3.890.000,https://articulo.mercadolibre.com.co/MCO-2852317638-samsung-galaxy-s24-ultra-12gb-256gb-dual-sim-violeta-_JM?searchVariation=183398645940#polycard_client=search-nordic&searchVariation=183398645940&position=26&search_layout=stack&type=item&tracking_id=45eeec15-4045-4c97-aaba-a3e54d066bc1,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Scrapy,256GB,,Violeta,2025-06-15T00:41:47.714078
Samsung_Ga_N/A_256GB,Samsung Galaxy S24 Ultra 12gb 256gb Dual Sim Violeta,$3.890.000,https://articulo.mercadolibre.com.co/MCO-2852317638-samsung-galaxy-s24-ultra-12gb-256gb-dual-sim-violeta-_JM?searchVariation=183398645940#polycard_client=search-nordic&searchVariation=183398645940&position=26&search_layout=stack&type=item&tracking_id=45eeec15-4045-4c97-aaba-a3e54d066bc1,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Scrapy,256GB,,Violeta,2025-06-15T00:41:47.714488
Samsung_Ga_12GB_512GB,Samsung Galaxy S24 Ultra 5g 512 Gb Titanium Gray 12 Gb Ram,$4.250.000,https://articulo.mercadolibre.com.co/MCO-2877351100-samsung-galaxy-s24-ultra-5g-512-gb-titanium-gray-12-gb-ram-_JM?searchVariation=183705404142#polycard_client=search-nordic&searchVariation=183705404142&position=27&search_layout=stack&type=item&tracking_id=45eeec15-4045-4c97-aaba-a3e54d066bc1,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Scrapy,512GB,12GB,Gris,2025-06-15T00:41:47.717802
Samsung_Ga_12GB_512GB,Samsung Galaxy S24 Ultra 5g 512 Gb Titanium Gray 12 Gb Ram,$4.250.000,https://articulo.mercadolibre.com.co/MCO-2877351100-samsung-galaxy-s24-ultra-5g-512-gb-titanium-gray-12-gb-ram-_JM?searchVariation=183705404142#polycard_client=search-nordic&searchVariation=183705404142&position=27&search_layout=stack&type=item&tracking_id=45eeec15-4045-4c97-aaba-a3e54d066bc1,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Scrapy,512GB,12GB,Gris,2025-06-15T00:41:47.718238
Samsung_Ga_12GB_256GB,Samsung Galaxy S24 Ultra 5g Dual Sim 256gb Violeta 12gb Ram,$4.100.000,https://articulo.mercadolibre.com.co/MCO-1552975647-samsung-galaxy-s24-ultra-5g-dual-sim-256gb-violeta-12gb-ram-_JM?searchVariation=187160564161#polycard_client=search-nordic&searchVariation=187160564161&position=28&search_layout=stack&type=item&tracking_id=45eeec15-4045-4c97-aaba-a3e54d066bc1,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Scrapy,256GB,12GB,Violeta,2025-06-15T00:41:47.718662
Samsung_Ga_12GB_256GB,Samsung Galaxy S24 Ultra 5g Dual Sim 256gb Violeta 12gb Ram,$4.100.000,https://articulo.mercadolibre.com.co/MCO-1552975647-samsung-galaxy-s24-ultra-5g-dual-sim-256gb-violeta-12gb-ram-_JM?searchVariation=187160564161#polycard_client=search-nordic&searchVariation=187160564161&position=28&search_layout=stack&type=item&tracking_id=45eeec15-4045-4c97-aaba-a3e54d066bc1,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Scrapy,256GB,12GB,Violeta,2025-06-15T00:41:47.719044
Samsung_Ga_N/A_256GB,Samsung Galaxy S24 Ultra Titanium Black 256 Gb Grado A,$3.559.200,https://articulo.mercadolibre.com.co/MCO-1598331747-samsung-galaxy-s24-ultra-titanium-black-256-gb-grado-a-_JM?searchVariation=183851051970#polycard_client=search-nordic&searchVariation=183851051970&position=29&search_layout=stack&type=item&tracking_id=45eeec15-4045-4c97-aaba-a3e54d066bc1,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Scrapy,256GB,,Negro,2025-06-15T00:41:47.719475
Samsung_Ga_N/A_256GB,Samsung Galaxy S24 Ultra Titanium Black 256 Gb Grado A,$3.559.200,https://articulo.mercadolibre.com.co/MCO-1598331747-samsung-galaxy-s24-ultra-titanium-black-256-gb-grado-a-_JM?searchVariation=183851051970#polycard_client=search-nordic&searchVariation=183851051970&position=29&search_layout=stack&type=item&tracking_id=45eeec15-4045-4c97-aaba-a3e54d066bc1,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Scrapy,256GB,,Negro,2025-06-15T00:41:47.719868
Samsung_S2_N/A_256GB,"Samsung S24 Ultra Dual Sim 256 Gb Titanio Violeta, Negociabl",$3.599.000,https://articulo.mercadolibre.com.co/MCO-2890206258-samsung-s24-ultra-dual-sim-256-gb-titanio-violeta-negociabl-_JM?searchVariation=188306838775#polycard_client=search-nordic&searchVariation=188306838775&position=30&search_layout=stack&type=item&tracking_id=45eeec15-4045-4c97-aaba-a3e54d066bc1,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Scrapy,256GB,,Violeta,2025-06-15T00:41:47.720263
Samsung_S2_N/A_256GB,"Samsung S24 Ultra Dual Sim 256 Gb Titanio Violeta, Negociabl",$3.599.000,https://articulo.mercadolibre.com.co/MCO-2890206258-samsung-s24-ultra-dual-sim-256-gb-titanio-violeta-negociabl-_JM?searchVariation=188306838775#polycard_client=search-nordic&searchVariation=188306838775&position=30&search_layout=stack&type=item&tracking_id=45eeec15-4045-4c97-aaba-a3e54d066bc1,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Scrapy,256GB,,Violeta,2025-06-15T00:41:47.720673
Samsung_Ga_12GB_256GB,Samsung Galaxy S24 Ultra 256gb 12gb Ram Titanium Black,$3.199.000,https://articulo.mercadolibre.com.co/MCO-2889235020-samsung-galaxy-s24-ultra-256gb-12gb-ram-titanium-black-_JM?searchVariation=183835575344#polycard_client=search-nordic&searchVariation=183835575344&position=31&search_layout=stack&type=item&tracking_id=45eeec15-4045-4c97-aaba-a3e54d066bc1,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Scrapy,256GB,12GB,Negro,2025-06-15T00:41:47.721057
Samsung_Ga_12GB_256GB,Samsung Galaxy S24 Ultra 256gb 12gb Ram Titanium Black,$3.199.000,https://articulo.mercadolibre.com.co/MCO-2889235020-samsung-galaxy-s24-ultra-256gb-12gb-ram-titanium-black-_JM?searchVariation=183835575344#polycard_client=search-nordic&searchVariation=183835575344&position=31&search_layout=stack&type=item&tracking_id=45eeec15-4045-4c97-aaba-a3e54d066bc1,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Scrapy,256GB,12GB,Negro,2025-06-15T00:41:47.721453
Celular_Sa_N/A_256GB,Celular Samsung Galaxy S24 Ultra 12gb 256gb Violeta Titanium,$4.000.000,https://articulo.mercadolibre.com.co/MCO-2868826256-celular-samsung-galaxy-s24-ultra-12gb-256gb-violeta-titanium-_JM?searchVariation=187943096543#polycard_client=search-nordic&searchVariation=187943096543&position=32&search_layout=stack&type=item&tracking_id=45eeec15-4045-4c97-aaba-a3e54d066bc1,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Scrapy,256GB,,Violeta,2025-06-15T00:41:47.721837
Celular_Sa_N/A_256GB,Celular Samsung Galaxy S24 Ultra 12gb 256gb Violeta Titanium,$4.000.000,https://articulo.mercadolibre.com.co/MCO-2868826256-celular-samsung-galaxy-s24-ultra-12gb-256gb-violeta-titanium-_JM?searchVariation=187943096543#polycard_client=search-nordic&searchVariation=187943096543&position=32&search_layout=stack&type=item&tracking_id=45eeec15-4045-4c97-aaba-a3e54d066bc1,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Scrapy,256GB,,Violeta,2025-06-15T00:41:47.722217
